ID,transaction_id,user_id,age,gender,country,device_type,device_os,merchant_category,transaction_amount,transaction_type,time_of_day,day_of_week,transaction_duration,num_prev_transactions,avg_transaction_amount,std_transaction_amount,transactions_last_24h,transactions_last_1h,failed_login_attempts,ip_risk_score,device_trust_score,account_age_days,has_chargeback_history,shared_ip_users,shared_device_users,merchant_risk,country_risk,distance_from_home,is_new_country,is_fraud
146,T0006579,17902,35,M,CA,mobile,iOS,restaurants,12.2,transfer,19,1,6.54,22,39.88,47.79,0,0,0,0.415,0.963,2726,0,2,4,0.12,0.03,9.15,0,1
147,T0071966,3443,47,M,UK,mobile,Android,groceries,25.38,purchase,19,4,3.76,32,82.71,34.28,1,0,0,0.95,0.48,1427,0,1,1,0.05,0.04,5.81,0,0
148,T0084956,22275,43,M,US,mobile,Windows,clothing,55.35,purchase,8,1,1.81,25,77.56,60.68,0,0,2,0.751,0.05,1199,0,2,1,0.1,0.05,23.32,0,0
149,T0092462,25933,47,F,US,desktop,Windows,electronics,494.24,topup,8,0,0.69,31,90.27,16.71,2,0,0,0.95,0.957,185,0,2,2,0.3,0.05,0.85,0,0
150,T0067813,3456,32,M,BR,desktop,Android,electronics,9.21,purchase,21,3,7.62,32,69.22,55.34,0,0,0,0.413,0.477,575,0,3,2,0.3,0.13,87.66,0,0
151,T0028132,21966,62,F,DE,mobile,iOS,electronics,64.91,transfer,20,0,1.53,32,44.61,25.07,2,0,0,0.295,0.43,791,0,4,1,0.3,0.04,323.77,0,0
152,T0084338,4857,44,M,UK,mobile,Windows,restaurants,90.79,purchase,7,1,0.58,37,84.58,75.5,2,0,1,0.067,0.803,1086,0,3,2,0.12,0.04,255.12,0,0
153,T0036116,3464,65,M,US,mobile,Windows,electronics,182.55,transfer,8,3,2.09,23,32.86,70.1,1,0,0,0.821,0.175,1463,0,3,1,0.3,0.05,62.58,0,1
154,T0013392,5891,28,F,UK,mobile,Linux,gas,59.78,withdrawal,17,0,1.55,21,47.37,75.59,0,0,0,0.037,0.418,2002,1,3,2,0.05,0.04,271.59,0,0
155,T0030311,15788,50,M,BR,mobile,iOS,gas,54.6,withdrawal,23,6,1.11,22,68.18,58.1,1,0,0,0.101,0.656,1855,0,3,5,0.05,0.13,444.1,0,0
156,T0022069,13350,70,M,US,desktop,iOS,groceries,5.12,purchase,18,4,0.97,24,87.56,38.69,1,0,0,0.042,0.421,2684,0,3,1,0.05,0.05,2.6,0,1
157,T0025255,4095,64,M,ID,mobile,Linux,gas,138.27,purchase,7,3,8.63,41,-19.89,13.92,1,0,0,0.993,0.251,1074,1,5,0,0.05,0.12,7.36,0,0
158,T0086393,12295,60,F,ID,mobile,Android,electronics,0.77,topup,16,0,12.52,33,100.41,76.14,0,0,0,0.275,0.968,2184,0,0,1,0.3,0.12,3.97,0,0
159,T0089549,12732,44,F,US,mobile,Linux,clothing,52.42,purchase,12,0,3.45,31,65.58,29.79,2,1,0,0.768,0.169,2907,0,1,1,0.1,0.05,158.32,0,1
160,T0060970,14333,47,M,ID,mobile,Android,restaurants,445.8658216687366,topup,7,0,6.39,28,80.5,24.07,24,8,0,0.859,0.278,828,0,1,0,0.12,0.12,1437.2615400896932,0,1
161,T0013336,20126,51,F,US,mobile,Windows,electronics,17.42,topup,7,5,1.4,29,49.19,57.79,2,0,0,0.934,0.271,673,0,1,0,0.3,0.05,20.99,0,0
162,T0079695,29818,20,M,US,mobile,iOS,travel,12.87,purchase,17,3,1.64,34,12.66,40.95,3,0,0,0.499,0.558,77,1,4,3,0.35,0.05,9.4,0,0
163,T0072151,4394,78,F,CA,mobile,Windows,groceries,29.39,purchase,11,2,6.94,23,79.68,26.63,1,1,0,0.287,0.322,2201,0,4,3,0.05,0.03,0.31,0,0
164,T0081366,476,20,F,CA,desktop,Android,restaurants,3.75,purchase,2,6,0.72,24,10.63,58.78,2,0,0,0.522,0.508,744,0,2,1,0.12,0.03,148.34,0,0
165,T0010489,27434,33,M,US,mobile,Android,gas,173.31,purchase,18,3,2.14,30,101.34,21.19,1,0,0,0.628,0.545,2761,0,2,1,0.05,0.05,297.74,0,1
166,T0031904,27864,31,M,IN,mobile,Android,electronics,131.06,purchase,18,2,1.94,29,25.94,27.31,0,0,0,0.535,0.462,2544,0,1,2,0.3,0.1,2.76,0,0
167,T0033929,21501,50,M,UK,mobile,iOS,gas,112.2,purchase,21,4,3.8,35,55.09,53.73,1,0,0,0.281,0.45,1884,0,1,2,0.05,0.04,70.87,1,0
168,T0060168,29382,65,M,UK,mobile,Linux,restaurants,7.12,purchase,2,1,1.0,36,94.95,26.34,0,0,1,0.401,0.342,1512,1,0,2,0.12,0.04,22.64,0,0
169,T0021613,15649,62,M,ID,mobile,iOS,financial,231.06,withdrawal,18,2,11.36,26,62.95,74.63,0,0,1,0.468,0.702,1004,0,2,2,0.5,0.12,10.23,0,0
170,T0050030,19921,20,M,CA,mobile,Android,electronics,49.94,purchase,18,3,1.04,20,77.32,18.36,1,1,0,0.805,0.306,2331,0,10,0,0.3,0.03,318.91,0,0
171,T0029352,12407,70,F,US,mobile,Windows,electronics,2.68,purchase,19,0,1.52,18,20.42,8.98,2,0,0,0.085,0.407,187,1,2,3,0.3,0.05,28.78,0,0
172,T0089155,17406,72,M,IN,desktop,Android,gas,16.5,purchase,15,6,2.75,26,79.82,56.31,5,0,0,0.804,0.894,2509,0,1,0,0.05,0.1,29.74,0,0
173,T0090048,11110,53,M,US,mobile,iOS,travel,984.0805066908879,purchase,18,0,2.06,28,100.42,45.12,33,14,0,0.82,0.225,2001,0,3,4,0.35,0.05,114.87461568578625,0,0
174,T0088811,18595,47,M,ID,mobile,Android,restaurants,67.78,purchase,17,1,2.66,26,38.71,65.44,0,0,0,0.507,0.94,2507,0,1,3,0.12,0.12,48.77,0,0
175,T0096342,6714,18,F,IN,mobile,Android,travel,0.44,purchase,5,2,4.42,29,46.58,5.45,1,0,0,0.676,0.201,2727,0,1,2,0.35,0.1,81.75,0,1
176,T0098644,10410,55,F,ID,mobile,Windows,travel,1.99,purchase,13,5,1.24,23,62.63,24.0,1,0,0,0.935,0.677,1329,0,0,1,0.35,0.12,34.06,0,0
177,T0080958,20009,67,F,CA,mobile,Android,restaurants,146.46,purchase,21,5,1.0,25,35.85,23.66,2,0,0,0.281,0.208,2215,0,1,0,0.12,0.03,48.72,0,1
178,T0063291,19370,58,F,US,mobile,Android,groceries,89.01,topup,7,5,10.94,28,36.58,66.09,2,0,1,0.346,0.93,2739,0,1,1,0.05,0.05,63.68,0,0
179,T0009074,1270,45,F,US,desktop,Windows,electronics,0.5,withdrawal,12,3,3.38,23,54.31,33.6,2,0,1,0.464,0.334,2996,0,3,1,0.3,0.05,90.44,0,0
180,T0068949,1564,25,M,IN,mobile,Linux,electronics,78.3,purchase,9,1,3.63,21,65.0,15.0,2,0,0,0.116,0.125,2091,0,0,1,0.3,0.1,1.84,0,0
181,T0030531,27131,33,M,IN,mobile,Android,electronics,6.5,purchase,8,0,2.35,26,92.45,35.77,3,0,1,0.794,0.145,1037,0,1,0,0.3,0.1,120.5,0,0
182,T0017227,26119,37,F,IN,mobile,iOS,electronics,202.88,purchase,17,3,1.93,24,96.13,46.44,1,0,0,0.752,0.853,36,0,2,1,0.3,0.1,31.89,0,0
183,T0093148,11198,69,M,US,mobile,Android,restaurants,76.85,transfer,13,6,2.55,32,49.55,19.4,1,0,1,0.579,0.676,25,0,5,3,0.12,0.05,54.71,0,0
184,T0061276,14185,48,M,IN,mobile,Windows,travel,541.18,withdrawal,7,0,7.65,27,89.65,16.01,3,0,0,0.979,0.267,1836,0,2,0,0.35,0.1,122.61,0,0
185,T0041872,13022,62,M,ID,desktop,Android,electronics,20.74,withdrawal,9,5,6.01,31,16.88,7.8,3,0,1,0.963,0.461,2859,0,3,0,0.3,0.12,638.81,0,1
186,T0055767,7944,24,F,IN,mobile,Android,electronics,86.57,purchase,18,0,0.02,30,30.53,12.96,1,0,0,0.183,0.24,2290,0,1,1,0.3,0.1,66.08,1,1
187,T0009179,546,69,F,US,desktop,iOS,electronics,173.15,transfer,11,5,7.25,25,93.75,23.45,2,1,0,0.001,0.71,2260,0,2,1,0.3,0.05,3.41,0,0
188,T0054672,12030,18,M,UK,mobile,Windows,restaurants,33.15,topup,11,0,3.55,42,45.47,5.31,2,0,1,0.982,0.355,2840,0,3,1,0.12,0.04,76.62,0,0
189,T0066279,7866,47,F,ID,mobile,iOS,electronics,12.7,purchase,15,3,5.28,22,76.26,41.09,3,0,1,0.165,0.212,2763,1,1,2,0.3,0.12,22.19,0,1
190,T0014548,15552,36,F,US,mobile,iOS,restaurants,86.54,withdrawal,9,1,15.79,29,135.19,61.19,3,2,0,0.977,0.729,659,1,1,0,0.12,0.05,44.49,0,0
191,T0057182,14825,73,M,UK,mobile,Windows,electronics,140.34,topup,11,2,10.78,44,0.02,33.12,0,0,0,0.217,0.269,82,0,0,2,0.3,0.04,88.16,0,0
192,T0078936,26254,26,M,US,mobile,Android,restaurants,239.72,purchase,18,0,2.96,27,77.84,47.57,2,0,0,0.541,0.71,2197,0,3,1,0.12,0.05,39.06,0,1
193,T0095092,26766,33,M,US,desktop,Android,restaurants,175.13,purchase,20,2,1.38,25,64.7,77.67,1,0,0,0.375,0.828,1139,0,3,0,0.12,0.05,219.64,0,1
194,T0032752,2501,66,F,ID,tablet,Android,electronics,46.5,purchase,11,1,0.75,19,50.55,52.71,0,0,0,0.207,0.864,2231,0,3,3,0.3,0.12,56.55,0,0
195,T0027784,8366,43,F,CA,desktop,Android,gas,97.06,withdrawal,9,1,0.05,22,49.69,18.33,4,0,2,0.744,0.561,2889,0,0,1,0.05,0.03,34.71,0,0
196,T0060104,29815,63,F,US,mobile,Android,groceries,47.91,purchase,9,4,3.53,31,42.38,72.7,2,0,0,0.898,0.864,1357,0,6,1,0.05,0.05,13.09,0,0
197,T0051873,20040,43,F,US,mobile,Android,clothing,60.13,topup,7,4,13.88,37,89.32,28.29,2,0,0,0.136,0.281,2687,0,4,2,0.1,0.05,143.83,0,0
198,T0042224,1922,19,M,US,mobile,Windows,electronics,23.43,transfer,11,5,2.14,24,26.72,66.26,1,0,0,0.214,0.109,1804,0,3,2,0.3,0.05,270.3,0,0
199,T0002052,3677,30,F,IN,desktop,iOS,electronics,196.67,withdrawal,11,6,0.74,44,81.32,38.43,2,0,1,0.568,0.102,2998,0,0,3,0.3,0.1,34.65,0,0
200,T0028383,27548,63,F,CA,tablet,Android,electronics,23.03,purchase,11,3,5.54,32,69.02,52.79,1,0,0,0.906,0.622,811,0,3,2,0.3,0.03,184.35,1,0
201,T0056760,5004,73,M,US,mobile,iOS,gas,113.93,withdrawal,21,6,0.08,26,83.65,12.85,1,0,0,0.887,0.837,1347,0,2,0,0.05,0.05,25.66,0,0
202,T0024833,9963,68,M,US,mobile,Android,electronics,80.87,withdrawal,20,5,2.78,36,74.6,57.27,2,0,0,0.806,0.463,981,0,3,0,0.3,0.05,15.63,0,0
203,T0007042,13676,37,F,IN,desktop,Linux,clothing,24.45,purchase,9,0,2.03,25,84.57,62.25,2,0,0,0.107,0.534,350,0,2,2,0.1,0.1,56.01,0,0
204,T0062774,1992,25,M,UK,mobile,Android,restaurants,71.41300549632318,transfer,11,4,3.88,34,6.68,18.14,16,9,0,0.833,0.455,2524,0,1,0,0.12,0.04,68.68319461639283,0,0
205,T0075563,8752,38,M,US,mobile,Android,restaurants,5.99,withdrawal,14,3,0.24,33,81.9,53.12,1,0,0,0.428,0.941,1335,0,4,2,0.12,0.05,40.96,0,1
206,T0073136,15224,28,M,ID,mobile,Android,travel,219.81,withdrawal,14,6,0.85,36,17.67,54.06,3,0,0,0.196,0.002,372,0,2,2,0.35,0.12,3.05,0,0
207,T0096254,10576,27,F,CA,mobile,Android,restaurants,60.65,purchase,5,4,3.95,28,41.38,54.21,2,0,0,0.897,0.174,2496,0,1,1,0.12,0.03,59.96,0,0
208,T0069698,8917,52,M,IN,mobile,Android,restaurants,145.73,purchase,9,5,0.5,29,90.68,41.4,2,0,2,0.199,0.663,2600,0,4,1,0.12,0.1,74.32,0,0
209,T0096010,3068,69,F,IN,mobile,Windows,services,36.39,withdrawal,18,6,1.89,23,50.34,47.13,2,0,0,0.424,0.361,1017,0,3,3,0.08,0.1,287.69,0,0
210,T0086273,15587,40,M,UK,mobile,Android,restaurants,37.97,transfer,0,5,3.9,29,59.82,28.29,1,1,0,0.875,0.46,2181,1,4,1,0.12,0.04,419.73,0,0
211,T0013329,9386,41,M,IN,desktop,Linux,financial,82.42,purchase,21,2,4.38,35,51.31,53.58,0,0,0,0.07,0.032,2227,0,4,2,0.5,0.1,238.86,0,0
212,T0052274,20670,56,F,IN,mobile,Android,restaurants,27.81,purchase,7,2,4.29,33,-6.78,14.89,0,0,0,0.473,0.586,689,0,1,1,0.12,0.1,18.59,0,0
213,T0042478,20046,51,M,IN,mobile,Windows,financial,10.91,purchase,9,5,0.14,22,72.05,78.61,1,0,1,0.654,0.917,2282,0,2,0,0.5,0.1,36.57,0,0
214,T0062144,28540,53,M,US,mobile,Linux,electronics,135.18,topup,6,1,5.04,32,-6.3,33.41,3,1,0,0.289,0.786,2936,0,2,2,0.3,0.05,179.02,1,0
215,T0023417,11298,79,F,IN,mobile,Android,clothing,6.33,withdrawal,18,0,1.17,37,99.19,29.48,4,0,1,0.891,0.526,335,0,2,3,0.1,0.1,49.5,0,0
216,T0060765,19635,72,F,US,mobile,Windows,electronics,72.26,purchase,5,1,4.31,25,71.7,76.98,4,0,0,0.219,0.221,2949,0,2,3,0.3,0.05,17.88,0,0
217,T0056676,10070,37,F,US,mobile,Android,groceries,20.72,purchase,11,2,1.33,25,32.37,37.1,2,1,0,0.301,0.322,1762,0,2,1,0.05,0.05,15.87,0,0
218,T0083487,11118,68,F,US,desktop,Android,electronics,3.32,purchase,9,2,0.46,37,95.32,31.85,0,0,0,0.551,0.857,10,0,2,3,0.3,0.05,260.42,0,0
219,T0009620,26909,37,F,US,mobile,Windows,gas,71.27,withdrawal,2,5,0.99,40,69.28,7.17,6,0,1,0.678,0.262,391,0,2,1,0.05,0.05,60.39,0,0
220,T0025049,27113,44,F,UK,mobile,Android,restaurants,,withdrawal,21,1,0.91,36,,28.48,1,0,1,0.154,,2649,0,2,3,0.12,0.04,14.44,0,0
221,T0009919,24625,22,F,US,mobile,Android,travel,65.15,purchase,7,3,1.84,26,41.27,50.02,1,0,0,0.397,0.253,304,0,1,1,0.35,0.05,17.7,0,1
222,T0073216,9524,52,M,DE,desktop,Android,restaurants,3.37,withdrawal,9,4,6.06,30,90.45,39.45,1,0,0,0.486,0.046,2669,0,4,2,0.12,0.04,84.02,0,0
223,T0072903,2451,58,M,IN,desktop,Windows,travel,23.2,transfer,20,1,3.94,29,51.57,79.42,5,0,0,0.467,0.382,259,0,1,0,0.35,0.1,103.38,0,0
224,T0035227,4798,78,F,UK,mobile,Windows,electronics,1698.3528696738656,withdrawal,17,5,13.19,36,61.61,31.3,40,9,0,0.954,0.905,1942,1,0,1,0.3,0.04,128.03582044431238,0,1
225,T0078244,28415,70,M,UK,mobile,Windows,gas,66.94,purchase,7,0,13.46,32,57.97,62.69,2,0,0,0.831,0.919,2314,0,2,2,0.05,0.04,53.77,0,0
226,T0003299,5037,33,M,US,mobile,Android,travel,331.36,purchase,20,1,2.09,27,109.34,63.41,2,0,0,0.044,0.967,1390,0,2,4,0.35,0.05,289.3,0,0
227,T0045265,10985,43,F,US,mobile,Android,restaurants,436.18,transfer,16,5,0.58,27,118.79,59.95,3,0,0,0.738,0.253,2040,1,0,0,0.12,0.05,172.06,0,0
228,T0077377,26928,69,M,UK,mobile,iOS,restaurants,31.33,purchase,8,4,2.85,20,23.53,32.98,1,1,0,0.129,0.817,259,0,0,3,0.12,0.04,17.16,1,0
229,T0027044,22267,40,M,CA,mobile,Windows,travel,78.25,withdrawal,7,6,1.4,26,71.04,78.5,0,0,0,0.281,0.427,1994,0,3,2,0.35,0.03,114.59,0,0
230,T0062445,18611,37,M,CA,mobile,Linux,gas,138.91,topup,18,6,0.88,32,86.19,74.34,2,0,1,0.531,0.203,174,0,2,0,0.05,0.03,241.19,0,1
231,T0026348,10835,79,F,IN,desktop,Android,electronics,51.47,withdrawal,9,1,4.74,24,67.25,20.26,6,0,0,0.366,0.363,2915,0,1,2,0.3,0.1,86.82,0,0
232,T0071481,641,40,M,ID,mobile,Android,gas,90.96,purchase,15,4,1.92,27,50.38,12.83,4,1,0,0.056,0.053,2090,0,2,3,0.05,0.12,1.63,0,1
233,T0011165,5433,67,M,IN,mobile,Android,electronics,77.46,topup,18,6,0.33,22,88.45,8.65,3,0,1,0.524,0.772,1737,0,1,1,0.3,0.1,144.85,0,0
234,T0020204,4921,69,F,IN,mobile,iOS,restaurants,31.76,purchase,19,0,9.87,31,169.04,79.55,1,0,1,0.158,0.126,2043,0,0,1,0.12,0.1,89.25,0,0
235,T0021101,29955,35,M,ID,mobile,Windows,clothing,105.17,purchase,5,5,5.14,42,100.53,29.99,3,0,0,0.159,0.426,1264,0,1,2,0.1,0.12,26.95,0,0
236,T0075095,27852,35,F,ID,mobile,Android,restaurants,138.87,purchase,20,4,1.69,33,57.86,27.7,1,0,0,0.648,0.838,131,0,2,1,0.12,0.12,178.4,0,0
237,T0044082,29765,22,M,CA,mobile,iOS,electronics,68.79,purchase,11,0,7.21,22,93.28,66.53,2,0,0,0.842,0.73,1919,0,1,1,0.3,0.03,44.36,0,0
238,T0038512,14808,45,M,BR,desktop,Linux,electronics,228.03,purchase,17,1,1.28,25,50.44,13.51,2,0,1,0.624,0.074,77,0,0,2,0.3,0.13,50.67,0,0
239,T0057377,25587,66,F,US,mobile,Android,groceries,114.41,purchase,19,6,1.83,26,44.93,74.86,2,0,0,0.737,0.692,2003,0,1,0,0.05,0.05,125.32,0,1
240,T0093013,26349,73,M,SG,mobile,iOS,financial,94.29,topup,18,4,0.65,33,72.14,19.21,1,0,0,0.526,0.148,1348,0,1,2,0.5,0.02,90.55,0,0
241,T0045877,15274,72,M,IN,desktop,Windows,restaurants,153.48,purchase,11,4,4.12,37,85.29,35.09,0,1,0,0.996,0.358,2002,0,2,1,0.12,0.1,3.31,0,0
242,T0033785,12130,57,F,ID,mobile,Linux,restaurants,13.47,withdrawal,5,2,1.52,26,87.32,17.49,2,0,0,0.774,0.014,20,0,2,0,0.12,0.12,8.27,0,1
243,T0048493,27155,43,F,US,mobile,Android,electronics,87.52,purchase,6,1,3.37,30,25.21,21.83,2,0,0,0.272,0.963,283,0,2,2,0.3,0.05,384.17,1,0
244,T0045968,28255,66,M,UK,mobile,Windows,restaurants,73.95,purchase,5,3,3.38,24,137.07,12.58,1,0,0,0.445,0.2,806,0,0,0,0.12,0.04,88.49,0,0
245,T0080790,14560,74,M,US,mobile,Android,gas,23.96,purchase,8,5,0.98,24,101.44,22.31,1,0,0,0.209,0.414,534,0,2,1,0.05,0.05,40.26,0,0
246,T0068941,16279,76,F,US,mobile,Android,travel,23.92,withdrawal,21,4,4.84,24,47.53,17.35,1,0,0,0.188,0.269,1427,1,1,0,0.35,0.05,20.2,1,1
247,T0015940,12468,24,F,IN,mobile,Windows,financial,79.12,purchase,8,6,1.39,21,28.61,70.96,4,0,0,0.11,0.465,83,0,4,2,0.5,0.1,72.37,0,0
248,T0058004,22780,25,M,IN,tablet,Windows,travel,27.97,topup,18,3,0.74,30,80.74,28.61,1,0,0,0.227,0.833,134,0,3,3,0.35,0.1,234.58,0,0
249,T0042559,10520,40,F,US,mobile,Android,restaurants,32.88,transfer,19,2,14.54,25,47.49,33.01,3,0,0,0.054,0.216,2987,0,1,2,0.12,0.05,179.6,0,0
250,T0060259,12399,57,M,IN,mobile,Windows,travel,157.22,purchase,5,5,0.14,31,58.87,7.69,0,1,1,0.39,0.444,1887,0,0,1,0.35,0.1,63.01,0,0
251,T0026387,25993,39,M,BR,mobile,Windows,electronics,24.63,topup,9,4,11.28,40,50.36,65.3,2,0,0,0.336,0.599,2971,0,1,0,0.3,0.13,28.06,0,1
252,T0080123,25605,36,M,CA,mobile,Android,electronics,30.44,purchase,13,2,3.38,31,80.95,62.71,3,0,0,0.643,0.44,2820,0,0,5,0.3,0.03,25.08,0,0
253,T0021084,3767,59,M,UK,mobile,Windows,services,104.97,purchase,20,3,13.93,30,44.49,26.13,1,0,0,0.536,0.378,818,0,0,2,0.08,0.04,171.51,0,0
254,T0063053,29496,41,F,IN,mobile,Android,travel,165.46,purchase,8,1,8.57,33,89.55,42.65,0,1,0,0.744,0.368,1418,0,1,4,0.35,0.1,37.65,0,0
255,T0042796,16837,45,M,ID,desktop,iOS,gas,34.13,topup,15,6,12.93,30,44.42,64.94,2,1,0,0.211,0.019,864,0,2,3,0.05,0.12,15.53,0,1
256,T0074624,1445,65,F,IN,desktop,Android,restaurants,175.99,purchase,21,0,6.21,17,85.73,51.53,4,0,1,0.223,0.954,384,0,3,1,0.12,0.1,46.17,0,0
257,T0015765,25948,24,M,US,desktop,Android,electronics,204.08,purchase,18,5,7.46,29,60.1,64.68,1,0,0,0.442,0.354,219,0,1,2,0.3,0.05,4.81,0,0
258,T0009476,4138,20,F,US,mobile,Android,travel,780.7002659026883,purchase,19,3,2.24,33,33.52,41.16,14,3,0,0.317,0.43,2303,0,2,5,0.35,0.05,2442.7328204916084,0,1
259,T0045123,28943,62,M,US,desktop,Windows,restaurants,25.34,transfer,8,3,2.4,23,55.78,15.16,3,0,1,0.24,0.656,2997,0,3,5,0.12,0.05,283.08,0,0
260,T0082640,29840,49,M,BR,mobile,Linux,services,31.45,transfer,11,1,8.17,21,97.93,65.9,2,0,0,0.339,0.765,1910,0,2,1,0.08,0.13,41.79,0,1
261,T0052620,576,50,M,UK,mobile,Android,financial,4516.500752428956,topup,9,4,7.02,33,112.07,73.28,24,6,0,0.226,0.392,2222,0,1,2,0.5,0.04,24.18952762157169,0,0
262,T0090709,22779,69,M,ID,mobile,Android,electronics,40.24,purchase,9,4,4.84,39,74.48,33.58,3,0,0,0.362,0.899,2685,1,2,1,0.3,0.12,111.16,0,0
263,T0078686,9877,67,M,US,mobile,Android,gas,43.24,transfer,17,4,2.82,38,48.22,29.24,3,0,0,0.261,0.043,2553,0,3,0,0.05,0.05,47.41,0,0
264,T0064604,22319,64,F,UK,mobile,Android,electronics,129.58,purchase,17,2,3.22,33,68.87,65.84,0,0,0,0.295,0.988,2199,0,4,1,0.3,0.04,5.55,0,0
265,T0008632,17489,70,F,IN,mobile,iOS,groceries,69.67,purchase,16,6,1.35,33,56.71,6.29,3,0,0,0.475,0.936,1886,0,1,5,0.05,0.1,9.04,0,0
266,T0073924,945,30,F,US,mobile,Android,electronics,28.18,purchase,9,6,0.62,21,66.22,34.65,1,0,0,0.677,0.131,1321,0,2,4,0.3,0.05,45.01,0,0
267,T0092138,6116,24,M,UK,mobile,Android,electronics,134.68,topup,14,1,4.36,32,84.06,29.84,0,0,2,0.546,0.295,2255,0,2,3,0.3,0.04,35.95,0,1
268,T0036610,22364,27,M,US,mobile,iOS,financial,67.96,purchase,8,3,1.35,25,114.3,52.7,0,0,1,0.484,0.721,2559,0,2,2,0.5,0.05,3.98,0,0
269,T0037942,15818,69,F,US,mobile,Android,groceries,4.31,purchase,20,4,2.52,32,73.98,19.47,2,0,1,0.177,0.25,1603,0,1,1,0.05,0.05,22.25,0,0
270,T0046805,26226,72,M,US,desktop,Windows,travel,26.06,withdrawal,19,3,0.45,29,26.82,74.67,0,0,2,0.57,0.394,268,0,1,0,0.35,0.05,55.05,0,1
271,T0034646,2560,44,M,US,desktop,Windows,gas,2.39,purchase,13,0,0.14,30,44.92,28.51,2,0,1,0.582,0.695,2171,0,0,2,0.05,0.05,141.48,0,0
272,T0066421,14867,63,M,IN,mobile,Android,financial,40.36,transfer,17,4,2.05,24,68.46,18.96,0,0,1,0.525,0.613,1118,0,3,1,0.5,0.1,203.26,0,0
273,T0051881,20727,54,M,CA,mobile,Android,restaurants,106.23,purchase,7,1,3.57,33,69.96,65.39,3,0,0,0.287,0.685,1171,0,2,1,0.12,0.03,74.58,0,0
274,T0076730,15444,56,F,IN,mobile,Android,electronics,74.53,purchase,2,6,1.11,34,50.94,28.5,1,0,0,0.838,0.895,372,0,0,2,0.3,0.1,2.69,0,0
275,T0042450,7543,77,F,BR,mobile,MacOS,clothing,51.88,transfer,15,4,12.57,42,64.75,29.56,4,0,1,0.578,0.767,2572,0,1,1,0.1,0.13,136.42,0,0
276,T0083472,25483,70,F,CA,mobile,iOS,luxury,56.5,purchase,5,6,2.02,30,28.18,24.8,0,0,0,0.888,0.09,231,0,3,1,0.55,0.03,22.17,0,0
277,T0061558,26431,29,M,US,mobile,Android,groceries,236.18,withdrawal,17,0,1.47,28,10.43,57.05,0,0,1,0.693,0.111,1882,0,0,0,0.05,0.05,117.81,0,0
278,T0088700,23133,66,F,CA,mobile,Android,electronics,276.92,withdrawal,19,1,1.39,33,64.41,18.25,3,0,1,0.128,0.844,1636,0,3,0,0.3,0.03,36.01,0,0
279,T0061058,16397,75,M,US,mobile,Windows,restaurants,13.93,purchase,21,6,0.11,28,69.24,54.28,0,0,0,0.133,0.284,2336,0,0,4,0.12,0.05,123.22,0,0
280,T0088261,2619,74,M,US,desktop,Linux,restaurants,4.45,topup,19,5,1.8,35,24.91,26.14,0,0,0,0.326,0.913,2265,0,2,2,0.12,0.05,210.36,0,0
281,T0029467,9801,71,F,US,desktop,Android,groceries,14.23,topup,11,0,0.12,37,89.53,56.38,2,0,0,0.477,0.74,1945,0,1,1,0.05,0.05,378.15,0,0
282,T0097906,18294,20,M,IN,desktop,Android,electronics,62.1,purchase,17,2,0.28,26,46.81,54.21,1,0,1,0.257,0.447,607,0,5,2,0.3,0.1,73.51,1,0
283,T0082395,10179,42,F,ID,desktop,Android,electronics,13.71,purchase,11,5,1.94,19,97.37,52.08,0,0,1,0.809,0.977,208,0,0,2,0.3,0.12,380.4,1,0
284,T0092669,9178,61,F,US,mobile,Android,clothing,9.23,purchase,17,6,3.03,24,45.58,26.99,2,0,0,0.921,0.276,2212,0,1,1,0.1,0.05,109.52,0,1
285,T0091614,19236,20,M,IN,mobile,Android,restaurants,158.11,transfer,8,1,2.35,29,53.58,12.27,4,0,0,0.627,0.619,1507,0,5,0,0.12,0.1,56.6,1,0
286,T0048002,12189,70,M,US,desktop,Android,travel,62.74,withdrawal,5,5,3.36,37,60.34,64.02,2,0,0,0.84,0.78,2031,0,1,3,0.35,0.05,30.05,0,0
287,T0013236,12889,72,M,US,mobile,Android,electronics,3.34,transfer,14,3,2.89,29,78.43,45.49,0,1,1,0.718,0.347,610,0,0,0,0.3,0.05,72.42,0,0
288,T0056908,28652,78,F,IN,desktop,Android,restaurants,,purchase,18,1,8.62,38,,27.96,0,0,0,0.188,,554,0,0,1,0.12,0.1,84.41,0,0
289,T0022094,5280,52,M,US,mobile,iOS,electronics,78.07,withdrawal,18,3,16.28,28,7.36,25.11,4,0,0,0.677,0.686,1606,0,3,0,0.3,0.05,76.16,0,0
290,T0047621,16882,22,M,BR,mobile,Android,travel,113.17,purchase,19,5,9.14,36,45.08,36.22,0,0,0,0.213,0.643,2112,0,2,0,0.35,0.13,147.69,0,0
291,T0034911,16097,28,F,UK,mobile,iOS,restaurants,103.83,purchase,8,3,0.59,41,107.57,34.17,1,0,0,0.55,0.891,2869,0,0,2,0.12,0.04,31.69,1,0
292,T0073693,6602,29,M,FR,mobile,Android,restaurants,41.75,transfer,9,0,5.74,27,89.93,72.08,2,0,0,0.731,0.2,1110,0,3,3,0.12,0.04,32.04,0,0
293,T0036863,18718,45,M,ID,mobile,Android,groceries,5.9,withdrawal,9,1,0.93,31,95.62,18.05,2,0,1,0.859,0.994,2320,0,2,3,0.05,0.12,111.18,0,0
